JIS,漢字,詳細読み(カタカナ),詳細読み(漢字仮名交じり),音読み,,,,,訓読み,,,
5021,弌,イチ，カンスウジノイチノイタイジ，シキガマエニイチ,イチ，漢数字の一の異体字，式構えに一,イチ,イツ,,,,ひと,ひと（つ）,,
5022,丐,カイ，コウ，アタエルノイミ,カイ，乞う，与えるの意味,カイ,,,,,こ（う）,こじき,,
5023,丕,ヒ，フシギノフノシタニカンスウジノイチ,ヒ，不思議のフの下に漢数字の一,ヒ,,,,,,,,
5024,个,カ，モノノタンイ，ヤネノシタニタテボウ,カ，物の単位，屋根の下に縦棒,,,,,,,,,
5025,丱,カン，アゲマキ,カン，あげまき,カン,ケン,,,,あげまき,おさな（い）,,
5026,丶,チュウ，ブンノクギリフゴウ，カタチハテン,チュウ，文の区切り符号，形は点,,,,,,,,,
5027,丼,ドンブリ,どんぶり,タン,トン,,,,どんぶり,,,
5028,丿,ヘツ，カタカナノノノカタチ,ヘツ，片仮名のノの形,,,,,,,,,
5029,乂,ガイ，クサカリノカリノヒダリガワ,ガイ，草刈りのカリの左側,ガイ,,,,,か（る）,おさ（める）,すぐ（れる）,
502A,乖,カイリスルノカイ，ソムクノイミ,乖離するのカイ，背くの意味,カイ,,,,,そむ（く）,もと（る）,へだ（たる）,こざか（しい）
502B,乘,ジョウシャスルノジョウ，ノルノキュウジ,乗車するのジョウ，乗るの旧字,,,,,,,,,
502C,亂,コンランスルノラン，ミダレル,混乱するのラン，乱れるの旧字,,,,,,,,,
502D,亅,ケツ，カンジノブシュノハネボウ,ケツ，漢字の部首の跳ね棒,,,,,,,,,
502E,豫,ヨテイノヨノキュウジ,予定のヨの旧字,,,,,,,,,
502F,亊,ジケンノジ，コトノイタイジ,事件のジ，ことの異体字,,,,,,,,,
5030,舒,ジョ，シュクシャノシャノキュウジノミギニヨテイノヨ,ジョ，宿舎のシャの旧字の右に予定のヨ,,,,,,,,,,,,,
5031,弍,カンスウジノニノイタイジ，シキガマエニニ,漢数字の二の異体字，式構えにニ,ニ,ジ,,,,なら（ぶ）,つ（ぐ）,うたが（う）,,,,,
5032,于,ウ，ウチュウノウノウカンムリヲトッタモノ,ウ，宇宙のウのウ冠を取ったもの,ウ,ク,,,,ああ,ここ（に）,ゆ（く）,,,,,
5033,亞,アネッタイノアノキュウジ,亜熱帯のアの旧字,,,,,,,,,,,,,
5034,亟,キ，ホッキョクノキョクノツクリ,キ，北極のキョクの旁,キョク,キ,,,,すみ（やか）,しばしば,,,,,,
5035,亠,トウ，ブシュノナベブタ,トウ，部首の鍋蓋,,,,,,,,,,,,,
5036,亢,コウ，テイコウスルノコウノツクリ,コウ，抵抗するのコウの旁,コウ,,,,,のど,たか（い）,たかぶ（る）,あ（がる）,きわ（める）,あ（たる）,,
5037,亰,トウキョウノキョウノイタイジ,東京のキョウの異体字,,,,,,,,,,,,,
5038,亳,ハク，コダイチュウゴクノインノミヤコノヒトツ,ハク，古代中国の殷の都の一つ,,,,,,,,,,,,,
5039,亶,タン，ブツダンノダンノツクリ,タン，仏壇のダンの旁,タン,セン,,,,あつ（い）,ほしいまま,まこと,もっぱ（ら）,,,,
503A,从,シタガウノイタイジ，ヒトフタツ,従うの異体字，人二つ,,,,,,,,,,,,,
503B,仍,ジョウ，ニンベンニノギタイショウノノ,ジョウ，人偏に乃木大将のノ,ジョウ,ニョウ,,,,よ（る）,かさ（なる）,しきり（に）,なお,,,,
503C,仄,ソクブンスルノソク，ホノカ,仄聞するのソク，ほのか,シキ,ショク,ソク,,,かたわ（ら）,かたむ（く）,そばだ（つ）,ほの（か）,いや（しい）,うらがえ（る）,ほの（めく）,ほの（めかす）
503D,仆,ボク，ニンベンニウラナウノボク,ボク，人偏に卜うのボク,フ,ホク,,,,たお（れる）,し（ぬ）,,,,,,
503E,仂,ロク，ニンベンニチカラ,ロク，人偏に力,ロク,リョク,リキ,,,あま（り）,つと（める）,,,,,,
