漢字,詳細読み(カタカナ),詳細読み(漢字仮名交じり),音読み,,,,,訓読み,,,,,,,,
嶢,ギョウ，ヤマヘンニギョウシュンノギョウノキュウジ,ギョウ，山偏に尭舜のギョウの旧字,ギョウ,,,,,けわ（しい）,,,,,,,,
嶝,トウ，ヤマヘンニトザンノト,トウ，山偏に登山のト,トウ,,,,,さか,さかみち,,,,,,,
嶬,ギ，ヤマヘンニギムノギ,ギ，山偏に義務のギ,ギ,,,,,けわ（しい）,,,,,,,,
嶮,ケン，ヤマヘンニシケンヲウケルノケンノキュウジノツクリ,ケン，山偏に試験を受けるのケンの旧字の旁,ケン,,,,,けわ（しい）,,,,,,,,
嶽,サンガクブノガクノキュウジ,山岳部のガクの旧字,,,,,,,,,,,,,,
嶐,リュウ，ヤマノシタニリュウキスルノリュウニイッカククワエタカタチ,リュウ，山の下に隆起するのリュウに一画加えた形,,,,,,,,,,,,,,
嶷,ギ，ヤマノシタニギモンノギ,ギ，山の下に疑問のギ,ギ,ギョク,,,,たか（い）,さと（い）,かしこ（い）,,,,,,
嶼,ショ，ヤマヘンニアタエルノキュウジ,ショ，山偏に与えるの旧字,ショ,,,,,しま,,,,,,,,
巉,ザン，ヤマヘンニザンゲンスルノザンノツクリ,ザン，山偏に讒言するのザンの旁,サン,ザン,,,,けわ（しい）,,,,,,,,
巍,ギ，ヤマノシタニギシワジンデンノギ,ギ，山の下に魏志倭人伝のギ,ギ,,,,,たか（い）,おお（きい）,,,,,,,
巓,ヤマノイタダキヲイミスルサンテンノテン,山の頂を意味する山巓のテン,テン,,,,,いただき,,,,,,,,
巒,ラン，コイビトノコイノキュウジノココロノカワリニヤマ,ラン，恋人のコイの旧字の心の代わりに山,ラン,,,,,みね,やまなみ,,,,,,,
巖,ゲンジュウナノゲン，キビシイノキュウジ,厳重なのゲン，厳しいの旧字,,,,,,,,,,,,,,
巛,セン，ブシュノマガリガワ,セン，部首の曲がり川,,,,,,,,,,,,,,
巫,ジンジャノミコノフ,神社の巫女のフ,フ,ブ,,,,みこ,かんなぎ,,,,,,,
已,ブンポウノイゼンケイノイ,文法の已然形のイ,イ,,,,,すで（に）,のみ,や（む）,はなは（だ）,,,,,
巵,シ，サカズキノイタイジ,シ，さかずきの異体字,,,,,,,,,,,,,,
帋,ガヨウシノシ，カミノイタイジ,画用紙のシ，紙の異体字,,,,,,,,,,,,,,
帚,ホウキ，ソウジキノソウノツクリ,ほうき，掃除機のソウの旁,ソウ,シュウ,,,,は（く）,ほうき,,,,,,,
帙,チツ，ハバヘンニウシナウ,チツ，幅偏に失う,チツ,,,,,ふまき,ふみづつ（み）,,,,,,,
帑,ド，ヤッコノシタニハバ,ド，奴の下に巾,ド,トウ,,,,かねぐら,つまこ,,,,,,,
帛,ハク，ハクチョウノハクノシタニハバ,ハク，白鳥のハクの下に巾,ハク,,,,,きぬ,しろぎぬ,ぬさ,,,,,,
帶,ケイタイノタイ，オビノキュウジ,携帯のタイ，帯の旧字,,,,,,,,,,,,,,
帷,カタビラ，ハバヘンニフルトリ,カタビラ，幅偏に隹,イ,,,,,とばり,かたびら,,,,,,,
幄,アク，ハバヘンニオクジョウノオク,アク，幅偏に屋上のオク,アク,,,,,とばり,,,,,,,,
幃,イ，ハバヘンニイダイナノイノツクリ,イ，幅偏に偉大なのイの旁,イ,,,,,とばり,,,,,,,,
幀,テイ，ハバヘンニテイシュクナノテイ,テイ，幅偏に貞淑なのテイ,テイ,チョウ,,,,,,,,,,,,
幎,ベイ，ハバヘンニメイフクヲイノルノメイ,ベイ，幅偏に冥福を祈るのメイ,ベキ,,,,,おお（う）,とばり,,,,,,,
幗,カク，ハバヘンニクニノキュウジ,カク，幅偏に国の旧字,カク,,,,,かみかざ（り）,,,,,,,,
幔,マンマクノマン，ハバヘンニウナギノツクリ,幔幕のマン，巾偏に鰻の旁,バン,マン,,,,まく,,,,,,,,
幟,キシヲセンメイニスルノシ，ノボリ,旗幟を鮮明にするのシ，のぼり,シ,,,,,のぼり,しるし,,,,,,,
幢,トウ，ハバヘンニグリムドウワノドウ,トウ，巾偏にグリム童話のドウ,トウ,ドウ,,,,はた,,,,,,,,
幤,ゾウヘイキョクノヘイノイタイジ,造幣局のヘイの異体字,,,,,,,,,,,,,,
幇,ホウジョスルノホウ,幇助するのホウ,ホウ,,,,,たす（ける）,なかま,,,,,,,
幵,ケン，ホスガフタツ,ケン，干すが二つ,ケン,,,,,たい（ら）,,,,,,,,
并,ヘイ，ヘイヨウスルノヘイノツクリ,ヘイ，併用するのヘイの旁,ヘイ,,,,,あわ（せる）,なら（ぶ）,,,,,,,
幺,ヨウ，ブシュノイトガシラ,ヨウ，部首の糸頭,ヨウ,,,,,ちい（さい）,おさな（い）,,,,,,,
麼,モ，マスイノマノシタニイトガシラ,モ，麻酔のマの下に糸頭,バ,マ,モ,,,ちい（さい）,,,,,,,,
广,ゲン，ブシュノマダレ,ゲン，部首の麻垂,,,,,,,,,,,,,,
庠,ショウ，マダレニヒツジ,ショウ，マダレニヒツジ,ショウ,,,,,まなびや,,,,,,,,
廁,カワヤ，マダレニホウソクノソク,かわや，麻垂に法則のソク,シ,,,,,かわや,ま（じる）,,,,,,,
廂,ショウ，マダレニソウダンスルノソウ,ショウ，麻垂に相談するのソウ,ショウ,ソウ,,,,ひさし,,,,,,,,
廈,カ，マダレニナツ,カ，麻垂に夏,カ,,,,,いえ,,,,,,,,
廐,キュウシャノキュウ，ウマヤノイタイジ，キバ,厩舎のキュウ，うまやの異体字，牙,,,,,,,,,,,,,,
廏,キュウシャノキュウ，ウマヤノイタイジ，ルマタ,厩舎のキュウ，うまやの異体字，るまた,,,,,,,,,,,,,,
廖,リョウ，マダレニゴビュウノビュウノツクリ,リョウ，麻垂に誤謬のビュウの旁,リョウ,,,,,むな（しい）,,,,,,,,
廣,ヒロバノヒロノキュウジ,広場のヒロの旧字,,,,,,,,,,,,,,
廝,シ，マダレニシカイノケンイノシ,シ，麻垂に斯界の権威のシ,シ,,,,,めしつかい,こもの,,,,,,,
廚,チュウボウノチュウ，クリヤノキュウジ,厨房のチュウ，くりやの旧字,,,,,,,,,,,,,,
廛,テン，マトイノツクリ,テン，纏の旁,テン,,,,,やしき,みせ,,,,,,,
廢,ハイシスルノハイ，スタレルノキュウジ,廃止するのハイ，廃れるの旧字,,,,,,,,,,,,,,
廡,ブ，マダレニムリノム,ブ，麻垂に無理のム,ブ,,,,,ひさし,しげ（る）,,,,,,,
廨,カイ，マダレニカイケツスルノカイ,カイ，麻垂に解決するのカイ,カイ,,,,,やくしょ,,,,,,,,
廩,リン，マダレニリンギスルノリン,リン，麻垂に稟議するのリン,リン,,,,,くら,ふち,,,,,,,
廬,ロザンノロ，マダレニハゼノキノハゼノツクリ,廬山のロ，麻垂に櫨の木のハゼの旁,リョ,ロ,ル,,,いおり,いえ,,,,,,,
廱,ヨウ，マダレニカワ，クチ，トモエ，フルトリ,ヨウ，麻垂に川，口，巴，隹,ヨウ,,,,,やわ（らぐ）,,,,,,,,
廳,チョウ，キショウチョウノチョウノキュウジ,チョウ，気象庁のチョウの旧字,,,,,,,,,,,,,,
廰,チョウ，キショウチョウノチョウノキュウジノイタイジ,チョウ，気象庁のチョウの旧字の異体字,,,,,,,,,,,,,,
廴,イン，ブシュノエンニョウ,イン，部首のエンニョウ,,,,,,,,,,,,,,
廸,テキ，エンニョウニリユウノユウ,テキ，延繞に理由のユウ,,,,,,,,,,,,,,
廾,キョウ，ブシュノニジュウアシ,キョウ，部首の二重足,,,,,,,,,,,,,,
弃,ハイキスルノキ，ステルノイタイジ,廃棄するのキ，棄てるの異体字,,,,,,,,,,,,,,
弉,サンゾウホウシゲンジョウノジョウノイタイジ,三蔵法師玄奘のジョウの異体字,,,,,,,,,,,,,,
彝,イ，ゴイノイノウエガワニコメ，イト，ニジュウアシ,イ，語彙のイの上側に米，糸，二重足,イ,,,,,のり,つね,,,,,,,
彜,イ，ゴイノイノウエガワニコナ，ニジュウアシ,イ，語彙のイの上側に粉，二重足,イ,,,,,のり,つね,,,,,,,
弋,ヨク，ブシュノシキガマエ,ヨク，部首の式構え,ヨク,,,,,いぐるみ,と（る）,くろ（い）,う（かぶ）,,,,,
弑,シギャクスルノシ，コロスノヒダリガワニニュウガクシキノシキ,弑逆するのシ，殺すの左側に入学式のシキ,シ,シイ,,,,しい（する）,ころ（す）,,,,,,,
弖,テニヲハノテ，ユミノシタニカンスウジノイチ,てにをはのて，弓の下に漢数字の一,,,,,,て,,,,,,,,
弩,チョウドキュウノド，ヤッコノシタニユミ,超弩級のド，奴の下に弓,ド,,,,,いしゆみ,おおゆみ,,,,,,,
弭,ビ，ユミヘンニミミ,ビ，弓偏に耳,ビ,ミ,,,,ゆはず,や（める）,,,,,,,
弸,ホウ，ユミヘンニホウユウヲイミスルホウ,ホウ，弓偏に朋友を意味するホウ,ビョウ,ホウ,,,,み（ちる）,,,,,,,,
彁,ユミヘンニカノウセイノカヲカサネル,弓偏に可能性のカを重ねる,,,,,,,,,,,,,,
彈,ダンリョクノダン，ハズムノキュウジ,弾力のダン，弾むの旧字,,,,,,,,,,,,,,
彌,アミダブツノミノキュウジ,阿弥陀仏のミの旧字,,,,,,,,,,,,,,
彎,ワンガンノワンノキュウジノツクリ,湾岸のワンの旧字の旁,ワン,,,,,ま（がる）,ひ（く）,,,,,,,
弯,ワンガンノワンノツクリ,湾岸のワンの旁,ワン,,,,,ま（がる）,ひ（く）,,,,,,,
彑,ケイ，ブシュノケイガシラ,ケイ，部首のケイ頭,,,,,,,,,,,,,,
彖,タン，ケイガシラニイノコ,タン，ケイ頭に豕（いのこ）,,,,,,,,,,,,,,
彗,ハレースイセイノスイ,ハレー彗星のスイ,エ,ケイ,スイ,,,は（く）,ほうき,ほうきぼし,,,,,,
彙,キホンゴイノイ,基本語彙のイ,イ,,,,,はりねずみ,あつ（める）,たぐ（い）,,,,,,
彡,サン，ブシュノサンヅクリ,サン，部首の彡旁,,,,,,,,,,,,,,
彭,ホウ，ボウチョウリツノボウノツクリ,ホウ，膨張率のボウの旁,ホウ,,,,,,,,,,,,,
彳,テキ，ブシュノギョウニンベン,テキ，部首の行人偏,,,,,,,,,,,,,,
彷,ホウコウスルノホウ，ギョウニンベンニオヤカタノカタ,彷徨するのホウ，行人偏に親方のカタ,ホウ,,,,,さまよ（う）,にかよ（う）,,,,,,,
徃,オウフクスルノオウノイタイジ,往復するのオウの異体字,,,,,,,,,,,,,,
徂,ジュガクシャノオギュウソライノソ,儒学者の荻生徂徠のソ,ソ,,,,,ゆ（く）,し（ぬ）,,,,,,,
彿,フツ，ギョウニンベンニドル,フツ，行人偏に弗,フツ,,,,,にかよ（う）,ほの（か）,,,,,,,
徊,ハイカイスルノカイ，ギョウニンベンニマワル,徘徊するのカイ，行人偏に回る,カイ,,,,,さまよ（う）,,,,,,,,
很,コン，ギョウニンベンニダイコンノコンノツクリ,コン，行人偏に大根のコンの旁,コン,,,,,もと（る）,はなは（だ）,,,,,,,
徑,エンノハンケイノケイノキュウジ,円の半径のケイの旧字,,,,,,,,,,,,,,
徇,ジュン，ギョウニンベンニゲジュンノジュン,ジュン，行人偏に下旬のジュン,シュン,ジュン,,,,とな（える）,したが（う）,めぐ（る）,,,,,,
從,ジュウジスルノジュウ，シタガウノキュウジ,従事するのジュウ，従うの旧字,,,,,,,,,,,,,,
徙,シ，ギョウニンベンニトメルニハシルノシタガワ,シ，行人偏に止めるに走るの下側,シ,,,,,うつ（す）,うつ（る）,,,,,,,
徘,ハイカイスルノハイ，サマヨウ,徘徊するのハイ，さまよう,ハイ,,,,,さまよ（う）,,,,,,,,
徠,ジュガクシャノオギュウソライノライ,儒学者の荻生徂徠のライ,,,,,,,,,,,,,,
徨,ホウコウスルノコウ，サマヨウ,彷徨するのコウ，さまよう,コウ,,,,,さまよ（う）,,,,,,,,
徭,ヨウ，ギョウニンベンニユレルノキュウジノツクリ,ヨウ，行人偏に揺れるの旧字の旁,ヨウ,,,,,えだち,,,,,,,,
徼,キョウ，ギョウニンベンニゲキレイスルノゲキノツクリ,キョウ，行人偏に激励するのゲキの旁,キョウ,ギョウ,ヨウ,,,めぐ（る）,さかい,くにざかい,もと（める）,さえぎ（る）,,,,
忖,ソンタクスルノソン，リッシンベンニスンポウノスン,忖度するのソン，立心偏に寸法のスン,ソン,,,,,はか（る）,おしはか（る）,,,,,,,
忻,キン，リッシンベンニパンイッキンノキン,キン，立心偏にパン一斤のキン,キン,,,,,よろこ（ぶ）,,,,,,,,
忤,ゴ，リッシンベンニショウゴノゴ,ゴ，立心偏に正午のゴ,ゴ,,,,,さから（う）,もと（る）,,,,,,,
忸,ジクジタルノジク，ハジル,忸怩たるのジク，はじる,ジク,ジュウ,,,,は（じる）,な（れる）,,,,,,,
忱,シン，リッシンベンニチンボツスルノチンノツクリ,シン，立心偏に沈没するのチンの旁,シン,,,,,まこと,,,,,,,,
忝,テン，カタジケナイ，テンプスルノテンノツクリ,テン，かたじけない，添付するのテンの旁,テン,,,,,はずかし（める）,かたじけな（い）,,,,,,,
悳,トク，ドウトクノトクノイタイジ,トク，道徳のトクの異体字,,,,,,,,,,,,,,
忿,フン，フンベツノフンノシタニココロ,フン，分別の下に心,フン,,,,,いか（る）,,,,,,,,
怡,イ，リッシンベンニダイドコロノダイ,イ，立心偏に台所のダイ,イ,,,,,よろこ（ぶ）,やわ（らぐ）,,,,,,,
恠,カイブツノカイノイタイジ，リッシンベンニソンザイノザイ,怪物のカイの異体字，立心偏に存在のザイ,,,,,,,,,,,,,,
怙,エコヒイキノコ，リッシンベンニチュウコシャノコ,依怙贔屓のコ，立心偏に中古車のコ,コ,,,,,たの（む）,,,,,,,,
怐,コウ，リッシンベンニハイクノク,コウ，立心偏に俳句のク,,,,,,,,,,,,,,
怩,ジクジタルノジ，ハジル,忸怩たるのジ，はじる,ジ,,,,,は（じる）,,,,,,,,
怎,ソウ，サクヤノサクノツクリノシタニココロ,ソウ，昨夜のサクの旁の下に心,シン,ソ,ソウ,,,いか（で）,どうして,,,,,,,
怱,ソウ，ネギノクサカンムリノシタガワ,ソウ，葱の草冠の下側,,,,,,,,,,,,,,
怛,ダツ，リッシンベンニガンタンノタン,ダツ，立心偏の元旦のタン,タツ,ダツ,タン,,,いた（む）,おどろ（く）,,,,,,,
怕,ハ，オソレル，リッシンベンニシロイ,ハ，おそれる，立心偏に白い,ハ,ハク,,,,おそ（れる）,,,,,,,,
怫,フツ，リッシンベンニドル,フツ，立心偏に弗,フツ,ハイ,ヒ,,,ふさ（ぐ）,いか（る）,もと（る）,,,,,,
怦,ヒョウ，リッシンベンニヘイワノヘイ,ヒョウ，立心偏に平和のヘイ,ヒョウ,ホウ,,,,せわ（しい）,,,,,,,,
怏,オウ，リッシンベンニチュウオウノオウ,オウ，立心偏に中央のオウ,オウ,ヨウ,,,,うら（む）,,,,,,,,
怺,エイ，リッシンベンニエイキュウノエイ,エイ，立心偏に永久のエイ,,,,,,こら（える）,,,,,,,,
恚,イ，ツチフタツノシタニココロ,イ，土二つの下に心,イ,,,,,いか（る）,うら（む）,,,,,,,
恁,ジン，セキニンノニンノシタニココロ,ジン，責任のニンの下に心,ジン,イン,ニン,,,か（かる）,このような,,,,,,,
恪,カク，リッシンベンニカクジノカク,カク，立心偏に各自のカク,カク,,,,,つつし（む）,,,,,,,,
恷,キュウ，キュウジツノキュウノシタニココロ,キュウ，休日のキュウの下に心,,,,,,,,,,,,,,
恟,キョウ，リッシンベンニカラダノムネノツクリ,キョウ，立心偏に体の胸の旁,キョウ,,,,,おそ（れる）,,,,,,,,
恊,キョウリョクスルノキョウノイタイジ,協力するのキョウの異体字,キョウ,,,,,かな（う）,おびや（かす）,,,,,,,
恆,コウオンドウブツノコウ，ツネニノキュウジ,恒温動物のコウ，恒にの旧字,,,,,,,,,,,,,,
恍,コウコツノヒトノコウ,恍惚の人のコウ,コウ,,,,,ほの（か）,とぼ（ける）,,,,,,,
恣,シイテキナノシ，ホシイママ,恣意的なのシ，ほしいまま,シ,,,,,ほしいまま,,,,,,,,
恃,キョウジヲタモツノジ,矜恃を保つのジ,シ,ジ,,,,たの（む）,たよ（る）,,,,,,,
恤,ジュツ，リッシンベンニケツエキノケツ,ジュツ，立心偏に血液のケツ,シュツ,ジュツ,,,,うれ（える）,あわ（れむ）,めぐ（む）,,,,,,
恂,ジュン，リッシンベンニゲジュンノジュン,ジュン，立心偏に下旬のジュン,ジュン,シュン,,,,まこと,おそ（れる）,またた（く）,,,,,,
恬,ムヨクテンタンノテン,無欲恬淡のテン,テン,,,,,やす（い）,やす（らか）,やす（んずる）,しず（か）,,,,,
恫,ドウカツスルノドウ,恫喝するのドウ,トウ,ドウ,,,,いた（む）,おど（す）,おど（かす）,,,,,,
恙,ヨウ，ツツガナククラスノツツガ,ヨウ，恙なく暮らすのツツガ,ヨウ,,,,,うれ（い）,つつが,,,,,,,
悁,エン，リッシンベンニキヌイトノキヌノツクリ,エン，立心偏に絹糸のキヌの旁,エン,ケン,,,,いか（る）,あせ（る）,,,,,,,
悍,セイカンナカオツキノカン,精悍な顔付きのカン,カン,,,,,たけ（し）,あら（い）,あらあら（しい）,,,,,,
惧,キグスルノグ,危惧するのグ,,,,,,,,,,,,,,
悃,コン，リッシンベンニコマル,コン，立心偏に困る,コン,,,,,まこと,まごころ,,,,,,,
悚,ショウ，リッシンベンニタバ,ショウ，立心偏に束,ショウ,,,,,おそ（れる）,,,,,,,,
悄,ショウゼンタルスガタノショウ，リッシンベンニショウゾウガノショウ,悄然たる姿のショウ，立心偏に肖像画のショウ,ショウ,,,,,うれ（える）,きび（しい）,,,,,,,
悛,カイシュンノジョウノシュン,悔悛の情のシュン,シュン,,,,,あらた（める）,つつし（む）,,,,,,,
悖,ボツ，リッシンベンニボッパツスルノボツノヒダリガワ,ボツ，立心偏に勃発するのボツの左側,ハイ,ボツ,,,,もと（る）,みだ（れる）,さか（ん）,,,,,,
悗,バン，リッシンベンニメンキョノメン,バン，立心偏に免許のメン,,,,,,,,,,,,,,
悒,ユウ，リッシンベンニトユウノユウ,ユウ，立心偏に都邑のユウ,ユウ,,,,,うれ（える）,,,,,,,,
悧,レイリノリ，リッシンベンニケンリノリ,怜悧のリ，立心偏に権利のリ,リ,,,,,さか（しい）,,,,,,,,
悋,シットヲイミスルリンキノリン,嫉妬を意味する悋気のリン,リン,,,,,やぶさ（か）,お（しむ）,ねた（む）,,,,,,
惡,ゼンアクノアク，ワルイノキュウジ,善悪のアク，悪いの旧字,,,,,,,,,,,,,,
悸,ドウキガスルノキ,動悸がするのキ,キ,,,,,おそ（れる）,,,,,,,,
惠,メグム，チエノエノキュウジ,恵む，知恵のエの旧字,,,,,,,,,,,,,,
惓,ケン，リッシンベンニノリマキノマキ,ケン，立心偏に海苔巻きのマキ,ケン,,,,,つつし（む）,う（む）,,,,,,,
悴,ショウスイスルノスイ,憔悴するのスイ,スイ,,,,,やつ（れる）,かじか（む）,せがれ,,,,,,
忰,ショウスイスルノスイノイタイジ,憔悴するのスイの異体字,スイ,,,,,やつ（れる）,かじか（む）,せがれ,,,,,,
悽,セイ，リッシンベンニフサイノサイ，ツマ,セイ，立心偏に夫妻のサイ，つま,セイ,,,,,いた（む）,いた（ましい）,かな（しむ）,,,,,,
惆,チュウ，リッシンベンニシュウヘンノシュウ,チュウ，立心偏に周辺のシュウ,チュウ,,,,,いた（む）,うら（む）,,,,,,,
悵,チョウ，リッシンベンニチョウタンノチョウ,チョウ，立心偏に長短のチョウ,チョウ,,,,,いた（む）,うら（む）,,,,,,,
惘,ボウ，リッシンベンニモウマクノモウノツクリ,ボウ，立心偏に網膜のモウの旁,ボウ,モウ,,,,ぼんやり（する）,あき（れる）,,,,,,,
慍,ウン，リッシンベンニオンセンノオンノキュウジタイノツクリ,ウン，立心偏に温泉のオンの旧字体の旁,,,,,,,,,,,,,,
愕,キョウガクスルノガク,驚愕するのガク,ガク,,,,,おどろ（く）,,,,,,,,
愆,ケン，フエンスルノエンノシタニココロ,ケン，敷衍するのエンの下に心,ケン,,,,,あやま（る）,あやま（ち）,,,,,,,
惶,コウ，リッシンベンニコウタイシノコウ,コウ，立心偏に皇太子のコウ,コウ,,,,,おそ（れる）,,,,,,,,
惷,シュン，キセツノハルノシタニココロ,シュン，季節の春の下に心,シュン,,,,,みだ（れる）,おろ（か）,,,,,,,
愀,ショウ，リッシンベンニキセツノアキ,ショウ，立心偏に季節の秋,シュウ,ショウ,,,,さび（しい）,,,,,,,,
惴,ズイ，リッシンベンニゼンソクノゼンノツクリ,ズイ，立心偏に喘息のゼンの旁,スイ,ズイ,,,,おそ（れる）,,,,,,,,
惺,セイ，リッシンベンニホシ,セイ，立心偏に星,セイ,,,,,さと（る）,しず（か）,,,,,,,
愃,セン，リッシンベンニセンデンスルノセン,セン，立心偏に宣伝するのセン,ケン,セン,,,,ゆた（か）,,,,,,,,
愡,ソウ，リッシンベンニネギノクサカンムリノシタガワ,ソウ，立心偏に葱の草冠の下側,,,,,,,,,,,,,,
惻,ソクインノジョウノソク，リッシンベンニホウソクノソク,惻隠の情のソク，立心偏に法則のソク,ショク,ソク,,,,いた（む）,,,,,,,,
惱,ナヤム，クノウスルノノウノキュウジ,悩む，苦悩するのノウの旧字,,,,,,,,,,,,,,
愍,ビン，タミトノブンノシタニココロ,ビン，民とのぶんの下に心,ビン,ミン,,,,あわ（れむ）,うれ（える）,,,,,,,
愎,フク，リッシンベンニオウフクノフクノツクリ,フク，立心偏に往復のフクの旁,フク,ヒョク,,,,もと（る）,そむ（く）,,,,,,,
慇,インギンナノイン,慇懃なのイン,イン,,,,,いた（む）,ねんご（ろ）,,,,,,,
愾,キ，リッシンベンニクウキノキノキュウジ,キ，立心偏に空気のキの旧字,カイ,ガイ,キ,,,なげ（く）,いか（る）,,,,,,,
愨,マコトヲイミスルカク,まことを意味するカク,カク,,,,,つつし（む）,まこと,,,,,,,
愧,ザンキニタエナイノキ,慚愧に堪えないのキ,キ,,,,,は（じる）,はじ,,,,,,,
慊,ケン，リッシンベンニカネル,ケン，立心偏に兼ねる,キョウ,ケン,,,,あきた（りない）,あきた（りる）,,,,,,,
愿,ゲン，ノハラノハラノシタニココロ,ゲン，野原のハラの下に心,ゲン,,,,,つつし（む）,すなお,,,,,,,
愼,シンチョウナノシン，ツツシムノキュウジ,慎重なのシン，慎むの旧字,,,,,,,,,,,,,,
愬,ソ，ハッサクノサクノシタニココロ,ソ，八朔のサクの下に心,ソ,サク,,,,うった（える）,おそ（れる）,,,,,,,
愴,ヒソウナノソウ，リッシンベンニカマクラバクフノクラ,悲愴なのソウ，立心偏に鎌倉幕府のくら,ソウ,,,,,いた（む）,かな（しむ）,,,,,,,
愽,ハクブツカンノハクノイタイジ,博物館のハクの異体字,,,,,,,,,,,,,,
慂,ヨウ，コワクダニノワクノシタニココロ,ヨウ，小涌谷のワクの下に心,ヨウ,,,,,すす（める）,,,,,,,,
慄,センリツスルノリツ,戦慄するのリツ,リツ,,,,,おそ（れる）,おのの（く）,,,,,,,
慳,ケン，リッシンベンニケンジツナノケン,ケン，立心偏に堅実なのケン,カン,ケン,,,,お（しむ）,しぶ（る）,,,,,,,
慷,ヒフンコウガイノコウ，リッシンベンニイエヤスノヤス,悲憤慷慨のコウ，立心偏に家康のヤス,コウ,,,,,なげ（く）,,,,,,,,
慘,ザンパイスルノザン，ミジメノキュウジ,惨敗するのザン，惨めの旧字,,,,,,,,,,,,,,
慙,ザンキニタエナイノザン，シタゴコロ,慚愧に堪えないのザン，下心,ザン,,,,,は（じる）,はじ,,,,,,,
慚,ザンキニタエナイノザン，リッシンベン,慚愧に堪えないのザン，立心偏,ザン,,,,,は（じる）,はじ,,,,,,,
慫,ショウ，フクジュウスルノジュウノキュウジノシタニココロ,ショウ，服従するのジュウの旧字の下に心,ショウ,,,,,おどろ（く）,すす（める）,,,,,,,
慴,ショウ，リッシンベンニレンシュウスルノシュウ，ナラウ,ショウ，立心偏に練習するのシュウ，習う,ショウ,シュウ,,,,おそ（れる）,,,,,,,,
慯,ショウ，リッシンベンニキリキズノキズ,ショウ，立心偏に切り傷のキズ,,,,,,,,,,,,,,
慥,ソウ，リッシンベンニカイゾウスルノゾウ,ソウ，立心偏に改造するのゾウ,,,,,,,,,,,,,,
慱,タン，リッシンベンニセンモンノセンノキュウジ,タン，立心偏に専門のセンの旧字,,,,,,,,,,,,,,
慟,ドウコクスルノドウ,慟哭するのドウ,トウ,ドウ,,,,なげ（く）,,,,,,,,
慝,トク，トクメイノトクノシタニココロ,トク，匿名のトクの下に心,トク,,,,,よこしま,わる（い）,わざわ（い）,,,,,,
慓,ヒョウ，リッシンベンニトウヒョウスルノヒョウ,ヒョウ，立心偏に投票するのヒョウ,ヒョウ,,,,,すばや（い）,,,,,,,,
慵,ヨウ，リッシンベンニボンヨウナノヨウ,ヨウ，立心偏に凡庸なのヨウ,ショウ,ヨウ,,,,ものう（い）,おこた（る）,,,,,,,
憙,キ，キドアイラクノキノシタニココロ,キ，喜怒哀楽の下に心,,,,,,,,,,,,,,
憖,ギン，ライネンノライノキュウジトイヌノシタニココロ,ギン，来年のライの旧字と犬の下に心,ギン,,,,,なまじ,なまじい（に）,し（いて）,,,,,,
憇,キュウケイノケイ，イコウノイタイジ,休憩のケイ，憩うの異体字,,,,,,,,,,,,,,
憬,ドウケイノマトノケイ，リッシンベンニフウケイノケイ,憧憬の的のケイ，立心偏に風景のケイ,ケイ,,,,,あこが（れる）,,,,,,,,
憔,ショウスイスルノショウ,憔悴するのショウ,ショウ,,,,,やつ（れる）,,,,,,,,
憚,キタンノナイノタン，ハバカル,忌憚のないのタン，はばかる,タン,,,,,はばか（る）,はばか（り）,,,,,,,
憊,ヒロウコンパイノハイ,疲労困憊のハイ,ハイ,ヘイ,,,,つか（れる）,,,,,,,,
憑,ヒョウイスルノヒョウ，キツネツキノツク,憑依するのヒョウ，狐憑きのつく,ヒョウ,,,,,よ（る）,たの（む）,つ（く）,かか（る）,かちわた（る）,,,,
憫,レンビンノビン，リッシンベンニモンガマエニブンショウヲカクノブン,憐憫のビン，立心偏に門構えに文章を書くのブン,ビン,ミン,,,,あわ（れむ）,うれ（える）,,,,,,,
憮,ブゼントスルノブ,憮然とするのブ,ブ,ム,,,,いつく（しむ）,がっかり（する）,,,,,,,
懌,エキ，リッシンベンニサワノキュウジノツクリ,エキ，立心偏に沢の旧字の旁,エキ,,,,,よろこ（ぶ）,たの（しむ）,,,,,,,
懊,オウノウスルノオウ，ナヤム,懊悩するのオウ，悩む,オウ,,,,,なや（む）,うら（む）,,,,,,,
應,オウエンスルノオウノキュウジ,応援するのオウの旧字,,,,,,,,,,,,,,
懷,カイチュウデントウノカイ，フトコロノキュウジ,懐中電灯のカイ，ふところの旧字,,,,,,,,,,,,,,
懈,ケタイスルノケ，リッシンベンニカイケツスルノカイ,懈怠するのケ，立心偏に解決するのカイ,カイ,ケ,,,,おこた（る）,なま（ける）,だる（い）,,,,,,
懃,インギンブレイノギン,慇懃無礼のギン,キン,ゴン,,,,つと（める）,ねんご（ろ）,つか（れる）,,,,,,
懆,ソウ，リッシンベンニソウジュウスルノソウノツクリ,ソウ，立心偏に操縦するのソウの旁,ソウ,,,,,うれ（える）,,,,,,,,
憺,クシンサンタンノタン，リッシンベンニタンニンノタンノキュウジノツクリ,苦心惨憺のタン，立心偏に担任のタンの旧字の旁,タン,,,,,やす（んずる）,おそ（れる）,,,,,,,
懋,ボウ，ハヤシノアイダニムジュンスルノム，ソノシタニココロ,ボウ，林の間に矛盾するのム，その下に心,ボウ,モ,,,,つと（める）,さか（ん）,,,,,,,
罹,リカンスルノリ，カカル,罹患するのリ，かかる,,,,,,,,,,,,,,
